north_count,south_count,east_count,west_count,north_wait,south_wait,east_wait,west_wait,north_density,south_density,east_density,west_density,emergency_active,peak_factor,target_phase,target_timing_north,target_timing_south,target_timing_east,target_timing_west,target_risk,scenario
62,68,67,92,64.93,79.05,47.64,97.1,62.0,68.0,67.0,92.0,0.0,1.0,3,26.36,29.81,24.58,39.26,2,gridlock
6,13,22,9,22.24,16.97,14.26,9.46,6.0,13.0,22.0,9.0,0.0,0.2,2,18.73,22.19,26.42,19.16,0,balanced
11,16,36,67,13.71,22.15,42.2,56.82,11.0,16.0,36.0,67.0,0.0,0.87,3,17.71,19.78,30.76,51.76,1,evening_rush
22,38,40,25,22.28,22.68,34.65,10.04,22.0,38.0,40.0,25.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
42,49,7,18,41.48,54.85,6.45,28.69,42.0,49.0,7.0,18.0,0.0,0.98,1,36.0,45.21,16.67,22.12,1,morning_rush
64,50,24,10,64.36,71.52,35.8,12.87,64.0,50.0,24.0,10.0,0.0,0.85,0,42.79,38.78,21.71,16.72,1,morning_rush
15,5,2,24,8.05,10.28,4.02,23.55,15.0,5.0,2.0,24.0,0.0,0.27,3,21.6,17.32,15.8,30.12,0,balanced
86,52,8,6,104.28,79.85,9.58,9.56,86.0,52.0,8.0,6.0,0.0,0.96,0,54.77,33.71,15.87,15.65,2,morning_rush
16,18,11,7,20.8,10.75,22.19,21.97,16.0,18.0,11.0,7.0,0.0,0.34,0,24.41,23.37,21.67,19.22,0,balanced
8,18,43,44,8.98,16.9,58.31,47.38,8.0,18.0,43.0,44.0,0.0,0.99,2,17.04,20.56,43.02,39.38,0,evening_rush
13,6,59,83,13.66,7.71,53.77,126.04,13.0,6.0,59.0,83.0,0.0,0.95,3,16.48,15.59,29.29,58.65,2,evening_rush
69,70,10,13,91.98,62.82,11.83,15.66,69.0,70.0,10.0,13.0,0.0,0.77,0,47.96,38.79,16.34,16.91,1,morning_rush
13,14,15,21,12.11,4.43,16.74,6.97,13.0,14.0,15.0,21.0,0.0,0.29,3,22.43,21.63,24.56,25.58,0,balanced
7,23,39,48,6.67,22.3,46.32,67.36,7.0,23.0,39.0,48.0,0.0,0.89,3,16.53,22.26,34.24,46.97,1,evening_rush
24,20,10,4,3.72,20.0,8.1,6.09,24.0,20.0,10.0,4.0,0.0,0.31,1,26.05,28.56,20.12,16.95,0,balanced
8,11,74,46,7.89,10.74,69.49,60.93,8.0,11.0,74.0,46.0,0.0,0.95,2,16.3,16.92,51.5,35.29,1,evening_rush
9,24,69,36,10.98,28.45,64.96,39.95,9.0,24.0,69.0,36.0,0.0,0.99,2,16.84,22.24,52.48,28.44,1,evening_rush
22,23,7,16,15.39,17.66,6.36,16.24,22.0,23.0,7.0,16.0,0.0,0.2,1,26.62,27.8,17.97,23.62,0,balanced
80,77,96,91,93.66,52.07,100.28,89.98,80.0,77.0,96.0,91.0,0.0,1.0,2,30.17,23.77,34.43,31.62,2,gridlock
85,63,93,77,92.36,81.35,83.39,90.54,85.0,63.0,93.0,77.0,0.0,1.0,0,31.94,26.16,31.85,30.06,2,gridlock
17,21,75,46,22.56,32.64,108.53,39.61,17.0,21.0,75.0,46.0,0.0,0.78,2,17.9,19.4,56.78,25.93,1,evening_rush
59,40,47,30,104.5,92.5,99.51,74.97,59.0,40.0,47.0,30.0,0.0,0.6,0,36.93,28.23,31.66,23.18,1,storm
82,83,78,64,121.12,96.34,114.83,44.58,82.0,83.0,78.0,64.0,0.0,1.0,0,34.77,30.99,32.83,21.41,2,gridlock
12,2,14,20,3.64,2.28,24.0,18.96,12.0,2.0,14.0,20.0,0.0,0.21,3,19.68,15.76,23.79,26.25,0,balanced
12,21,16,20,17.21,6.26,6.0,4.26,12.0,21.0,16.0,20.0,0.0,0.3,1,23.2,26.03,23.35,25.01,0,balanced
14,10,81,61,16.96,15.19,115.51,59.92,14.0,10.0,81.0,61.0,0.0,0.99,2,16.77,16.22,55.34,31.66,2,evening_rush
7,21,70,33,9.94,27.62,85.7,27.51,7.0,21.0,70.0,33.0,0.0,0.99,2,16.27,20.66,59.2,23.87,1,evening_rush
16,12,36,83,19.02,18.43,43.8,107.34,16.0,12.0,36.0,83.0,0.0,0.75,3,17.56,16.89,24.28,60.0,2,evening_rush
18,9,19,24,4.19,10.65,14.65,10.94,18.0,9.0,19.0,24.0,0.0,0.15,3,23.09,19.74,26.01,27.72,0,balanced
21,22,13,20,22.4,16.85,8.58,20.77,21.0,22.0,13.0,20.0,0.0,0.36,0,27.78,26.83,20.73,26.75,0,balanced
77,80,72,80,147.62,122.3,101.36,59.87,77.0,80.0,72.0,80.0,0.0,1.0,0,35.4,32.48,28.07,24.05,2,gridlock
23,23,12,23,14.41,18.74,4.48,17.76,23.0,23.0,12.0,23.0,0.0,0.13,1,26.69,27.92,19.79,27.64,0,balanced
24,32,33,22,22.4,32.75,32.3,28.36,24.0,32.0,33.0,22.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
24,8,13,16,22.17,11.98,5.7,14.83,24.0,8.0,13.0,16.0,0.0,0.34,0,30.32,19.04,20.63,23.65,0,balanced
7,5,38,69,6.69,7.52,50.39,72.36,7.0,5.0,38.0,69.0,0.0,0.92,3,16.28,15.94,31.75,56.03,1,evening_rush
86,86,61,72,99.26,97.66,133.29,132.4,86.0,86.0,61.0,72.0,0.0,1.0,3,29.82,29.59,29.08,31.51,2,gridlock
73,73,93,79,75.96,56.38,73.62,136.43,73.0,73.0,93.0,79.0,0.0,1.0,3,27.2,24.47,30.11,38.22,2,gridlock
13,13,29,19,36.59,27.79,21.75,22.38,13.0,13.0,29.0,19.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
9,14,72,75,9.76,20.1,62.96,95.29,9.0,14.0,72.0,75.0,0.0,0.84,3,16.06,17.1,37.63,49.2,1,evening_rush
12,9,50,84,16.35,7.58,59.46,107.48,12.0,9.0,50.0,84.0,0.0,0.88,3,16.64,15.99,29.82,57.55,2,evening_rush
20,18,15,20,3.35,9.69,20.05,18.28,20.0,18.0,15.0,20.0,0.0,0.34,3,23.74,24.18,24.76,27.5,0,balanced
82,74,8,18,87.13,84.89,6.97,17.58,82.0,74.0,8.0,18.0,0.0,0.88,0,45.29,41.68,15.78,17.25,2,morning_rush
15,17,67,46,19.65,20.35,63.15,62.04,15.0,17.0,67.0,46.0,0.0,1.0,2,18.33,18.83,46.52,36.32,1,evening_rush
11,13,60,45,10.59,16.28,95.02,41.95,11.0,13.0,60.0,45.0,0.0,0.91,2,16.95,17.64,55.2,30.21,1,evening_rush
10,17,40,46,15.44,24.24,33.8,68.18,10.0,17.0,40.0,46.0,0.0,0.77,3,17.94,21.08,32.29,48.68,1,evening_rush
71,49,21,9,82.83,58.13,19.04,7.78,71.0,49.0,21.0,9.0,0.0,0.92,0,51.33,33.44,18.94,16.29,1,morning_rush
35,53,8,10,29.6,51.95,7.24,11.19,35.0,53.0,8.0,10.0,0.0,0.98,1,31.9,52.55,17.33,18.21,1,morning_rush
55,59,16,14,56.42,59.55,15.96,21.35,55.0,59.0,16.0,14.0,0.0,0.77,1,40.04,43.07,18.47,18.43,1,morning_rush
23,11,14,7,3.5,13.21,2.77,3.44,23.0,11.0,14.0,7.0,0.0,0.37,0,27.19,22.38,22.3,18.7,0,balanced
5,19,2,8,3.99,7.45,18.85,14.61,5.0,19.0,2.0,8.0,0.0,0.14,1,17.28,24.41,16.3,19.72,0,balanced
80,85,73,96,147.94,68.22,111.96,61.79,80.0,85.0,73.0,96.0,0.0,1.0,0,37.08,26.16,30.18,26.59,2,gridlock
7,23,59,50,9.01,24.83,52.59,46.05,7.0,23.0,59.0,50.0,0.0,0.77,2,16.48,21.97,44.19,37.36,1,evening_rush
8,23,24,2,14.04,4.64,21.78,18.62,8.0,23.0,24.0,2.0,0.0,0.12,2,19.13,24.45,29.79,16.15,0,balanced
5,6,40,75,5.83,7.13,37.3,116.74,5.0,6.0,40.0,75.0,0.0,0.95,3,15.63,15.77,24.9,60.0,1,evening_rush
6,20,82,80,7.92,24.73,69.69,96.8,6.0,20.0,82.0,80.0,0.0,0.94,3,15.59,17.88,39.39,47.14,2,evening_rush
85,78,11,9,79.2,83.01,15.46,10.94,85.0,78.0,11.0,9.0,0.0,0.76,0,44.46,43.21,16.34,15.99,2,morning_rush
81,87,73,86,144.13,101.62,122.58,101.38,81.0,87.0,73.0,86.0,0.0,1.0,0,33.37,28.9,29.03,28.71,2,gridlock
12,7,42,73,14.77,8.39,37.14,96.76,12.0,7.0,42.0,73.0,0.0,0.95,3,17.13,16.06,26.81,60.0,1,evening_rush
53,34,23,15,51.04,41.43,23.68,21.51,53.0,34.0,23.0,15.0,0.0,0.87,0,45.29,31.66,23.05,20.01,1,morning_rush
11,13,81,44,16.85,15.94,75.04,59.7,11.0,13.0,81.0,44.0,0.0,0.94,2,17.0,17.31,53.5,32.19,2,evening_rush
37,74,7,15,37.8,117.42,6.39,14.42,37.0,74.0,7.0,15.0,0.0,0.76,1,24.12,60.0,15.88,17.28,1,morning_rush
96,63,89,65,146.45,134.26,52.94,121.37,96.0,63.0,89.0,65.0,0.0,1.0,0,38.81,29.28,23.61,28.3,2,gridlock
35,74,17,6,32.65,111.41,19.41,5.58,35.0,74.0,17.0,6.0,0.0,0.7,1,23.29,60.0,18.07,15.78,1,morning_rush
5,8,59,49,7.56,6.91,81.73,46.55,5.0,8.0,59.0,49.0,0.0,0.96,2,15.91,16.43,52.93,34.73,1,evening_rush
65,78,70,61,130.38,90.52,79.36,94.36,65.0,78.0,70.0,61.0,0.0,1.0,0,33.82,30.79,27.55,27.84,2,gridlock
87,89,85,80,52.42,49.59,119.1,86.21,87.0,89.0,85.0,80.0,0.0,1.0,2,26.04,25.82,37.58,30.56,2,gridlock
37,30,42,41,131.19,138.68,142.81,77.94,37.0,30.0,42.0,41.0,0.0,0.6,2,30.92,28.67,34.72,25.68,1,storm
17,3,3,4,17.79,3.6,6.02,21.68,17.0,3.0,3.0,4.0,0.0,0.17,0,24.36,16.18,16.25,17.4,0,balanced
82,62,63,84,63.71,79.64,47.54,123.95,82.0,62.0,63.0,84.0,0.0,1.0,3,28.54,27.45,23.24,40.78,2,gridlock
86,43,8,16,84.81,62.17,6.78,24.31,86.0,43.0,8.0,16.0,0.0,0.9,0,55.54,30.42,16.01,18.04,2,morning_rush
86,82,86,93,89.18,90.64,135.1,100.13,86.0,82.0,86.0,93.0,0.0,1.0,2,27.82,27.41,34.28,30.48,2,gridlock
64,43,24,5,53.35,59.85,36.83,5.12,64.0,43.0,24.0,5.0,0.0,0.96,0,44.22,36.54,23.37,15.87,1,morning_rush
20,4,11,20,20.51,2.41,24.14,18.71,20.0,4.0,11.0,20.0,0.0,0.19,0,25.83,16.41,21.44,25.4,0,balanced
78,73,97,95,50.62,66.61,41.36,91.56,78.0,73.0,97.0,95.0,0.0,1.0,3,26.38,28.32,27.2,38.09,2,gridlock
45,64,13,15,62.29,81.86,11.07,22.53,45.0,64.0,13.0,15.0,0.0,0.96,1,34.42,50.09,17.19,18.29,1,morning_rush
56,70,20,17,82.35,71.98,22.87,17.24,56.0,70.0,20.0,17.0,0.0,0.94,1,40.44,43.18,18.64,17.73,1,morning_rush
9,9,82,49,8.79,10.72,113.98,59.79,9.0,9.0,82.0,49.0,0.0,0.71,2,16.01,16.06,58.5,29.42,2,evening_rush
93,83,91,60,42.77,116.39,49.04,140.17,93.0,83.0,91.0,60.0,0.0,1.0,1,24.9,36.03,25.71,33.36,2,gridlock
49,70,23,14,45.66,65.55,35.85,16.19,49.0,70.0,23.0,14.0,0.0,0.94,1,32.33,48.0,21.88,17.79,1,morning_rush
11,11,62,57,10.86,15.72,97.75,57.58,11.0,11.0,62.0,57.0,0.0,0.78,2,16.65,16.85,50.88,35.61,1,evening_rush
75,30,12,11,84.42,45.4,9.63,9.15,75.0,30.0,12.0,11.0,0.0,0.88,0,60.0,25.79,17.09,16.89,1,morning_rush
38,20,48,54,71.57,117.19,80.88,72.77,38.0,20.0,48.0,54.0,0.0,0.6,3,27.8,25.71,33.03,33.46,1,storm
72,78,18,5,70.22,64.69,15.96,5.36,72.0,78.0,18.0,5.0,0.0,0.94,1,43.17,43.44,17.79,15.6,2,morning_rush
18,14,77,83,27.82,15.65,66.96,107.37,18.0,14.0,77.0,83.0,0.0,0.73,3,17.62,16.56,35.94,49.88,2,evening_rush
73,70,11,17,97.84,58.51,12.77,26.24,73.0,70.0,11.0,17.0,0.0,0.75,0,49.63,36.0,16.41,17.95,1,morning_rush
53,41,12,12,70.85,41.27,16.08,12.45,53.0,41.0,12.0,12.0,0.0,0.92,0,50.8,33.07,18.2,17.93,1,morning_rush
14,17,34,36,10.06,31.53,34.89,11.22,14.0,17.0,34.0,36.0,1.0,0.5,2,15.0,15.0,60.0,15.0,2,emergency
77,61,63,89,128.04,112.89,50.15,105.6,77.0,61.0,63.0,89.0,0.0,1.0,0,34.98,28.95,22.02,34.06,2,gridlock
83,62,16,14,87.72,86.79,18.08,18.44,83.0,62.0,16.0,14.0,0.0,0.89,0,47.2,38.82,17.11,16.86,2,morning_rush
72,69,73,77,55.28,52.73,56.98,58.9,72.0,69.0,73.0,77.0,0.0,1.0,3,29.68,28.55,30.25,31.52,2,gridlock
9,6,63,67,13.17,9.56,91.73,90.85,9.0,6.0,63.0,67.0,0.0,0.86,3,16.18,15.72,43.29,44.81,1,evening_rush
89,74,19,14,136.0,107.03,18.48,16.43,89.0,74.0,19.0,14.0,0.0,0.95,0,49.58,37.61,16.65,16.16,2,morning_rush
22,23,12,19,11.29,3.79,14.48,21.82,22.0,23.0,12.0,19.0,0.0,0.28,3,26.56,25.07,21.81,27.73,0,balanced
4,4,13,16,19.47,4.27,22.46,2.28,4.0,4.0,13.0,16.0,0.0,0.21,2,17.51,16.75,23.72,21.68,0,balanced
2,8,3,6,16.85,3.03,19.52,23.77,2.0,8.0,3.0,6.0,0.0,0.2,3,16.12,18.23,16.79,18.93,0,balanced
52,57,7,15,57.65,81.7,8.94,13.22,52.0,57.0,7.0,15.0,0.0,0.95,1,37.54,48.4,16.2,17.85,1,morning_rush
82,41,10,5,72.51,38.29,15.78,4.91,82.0,41.0,10.0,5.0,0.0,0.99,0,58.85,28.31,17.05,15.79,2,morning_rush
79,33,18,10,121.7,37.33,20.09,10.51,79.0,33.0,18.0,10.0,0.0,0.74,0,60.0,22.4,17.86,16.27,2,morning_rush
76,66,9,14,83.59,77.83,10.4,22.34,76.0,66.0,9.0,14.0,0.0,0.86,0,46.23,40.42,16.1,17.25,2,morning_rush
16,21,18,14,24.33,19.79,24.54,12.99,16.0,21.0,18.0,14.0,0.0,0.26,1,24.3,26.07,25.51,21.3,0,balanced
22,24,20,4,8.95,7.96,6.48,3.33,22.0,24.0,20.0,4.0,0.0,0.2,1,27.06,27.84,25.32,16.91,0,balanced
13,12,8,5,9.99,15.35,5.2,12.21,13.0,12.0,8.0,5.0,0.0,0.29,1,21.87,22.22,18.76,17.79,0,balanced
85,46,7,16,88.43,48.79,10.04,18.71,85.0,46.0,7.0,16.0,0.0,0.92,0,57.44,28.85,15.98,17.74,2,morning_rush
6,18,6,5,22.86,5.04,15.64,15.78,6.0,18.0,6.0,5.0,0.0,0.21,1,19.1,23.09,18.48,17.91,0,balanced
88,50,15,11,79.19,71.77,15.31,16.52,88.0,50.0,15.0,11.0,0.0,0.98,0,51.92,34.21,17.21,16.66,2,morning_rush
20,17,13,13,19.36,13.31,8.96,13.3,20.0,17.0,13.0,13.0,0.0,0.26,0,27.06,23.91,21.13,21.81,0,balanced
11,19,61,40,16.88,20.71,84.21,60.62,11.0,19.0,61.0,40.0,0.0,0.84,2,17.23,19.19,50.92,32.66,1,evening_rush
81,76,8,11,126.75,72.99,7.1,16.31,81.0,76.0,8.0,11.0,0.0,0.83,0,52.41,35.76,15.68,16.16,2,morning_rush
91,67,78,97,68.17,43.39,146.87,64.28,91.0,67.0,78.0,97.0,0.0,1.0,2,28.9,22.15,39.87,29.09,2,gridlock
6,15,37,83,7.33,19.59,48.68,120.83,6.0,15.0,37.0,83.0,0.0,0.8,3,15.67,17.22,24.45,60.0,2,evening_rush
18,19,69,48,17.29,30.32,60.16,38.49,18.0,19.0,69.0,48.0,0.0,0.71,2,19.08,20.68,48.56,31.68,1,evening_rush
71,30,19,9,57.12,46.49,27.69,13.03,71.0,30.0,19.0,9.0,0.0,0.97,0,53.01,28.69,21.19,17.12,1,morning_rush
19,12,57,38,26.19,12.29,76.95,31.14,19.0,12.0,57.0,38.0,0.0,0.79,2,20.87,17.71,53.47,27.95,1,evening_rush
48,42,17,6,38.63,36.99,25.42,8.07,48.0,42.0,17.0,6.0,0.0,0.73,0,42.39,38.28,22.54,16.79,1,morning_rush
75,97,61,61,118.11,113.35,63.22,134.97,75.0,97.0,61.0,61.0,0.0,1.0,1,31.54,35.53,22.54,30.39,2,gridlock
57,43,11,9,84.01,53.28,10.73,7.44,57.0,43.0,11.0,9.0,0.0,0.76,0,52.23,34.02,17.14,16.62,1,morning_rush
59,51,21,11,70.95,59.13,26.64,14.3,59.0,51.0,21.0,11.0,0.0,0.72,0,45.19,37.36,20.33,17.13,1,morning_rush
18,22,62,75,26.24,31.75,77.0,91.21,18.0,22.0,62.0,75.0,0.0,0.74,3,17.92,18.98,37.0,46.09,1,evening_rush
6,16,89,60,6.16,14.51,116.02,50.61,6.0,16.0,89.0,60.0,0.0,0.92,2,15.57,16.87,58.54,29.01,2,evening_rush
65,78,22,10,88.76,66.31,32.37,8.03,65.0,78.0,22.0,10.0,0.0,0.77,0,43.32,41.17,19.35,16.15,2,morning_rush
17,15,91,30,15.37,18.78,135.88,37.72,17.0,15.0,91.0,30.0,0.0,0.97,2,16.97,16.88,60.0,20.5,2,evening_rush
38,25,31,56,62.76,54.65,112.11,152.32,38.0,25.0,31.0,56.0,0.0,0.6,3,24.37,20.5,28.01,47.11,1,storm
69,82,80,80,136.31,60.11,70.63,54.26,69.0,82.0,80.0,80.0,0.0,1.0,0,37.49,27.43,28.91,26.16,2,gridlock
13,13,55,49,18.53,17.1,46.12,53.31,13.0,13.0,55.0,49.0,0.0,0.99,2,18.69,18.57,41.44,41.31,1,evening_rush
75,64,19,6,98.07,90.66,15.24,8.92,75.0,64.0,19.0,6.0,0.0,0.76,0,46.84,40.22,17.31,15.63,1,morning_rush
8,6,50,38,10.61,7.07,75.21,36.96,8.0,6.0,50.0,38.0,0.0,0.9,2,17.07,16.42,54.35,32.17,1,evening_rush
6,13,58,37,7.93,18.08,61.05,48.69,6.0,13.0,58.0,37.0,0.0,0.82,2,16.36,18.76,50.8,34.08,1,evening_rush
10,5,70,50,10.3,5.47,59.25,44.46,10.0,5.0,70.0,50.0,0.0,0.85,2,17.07,15.92,51.27,35.74,1,evening_rush
22,11,15,14,10.72,9.76,2.44,4.86,22.0,11.0,15.0,14.0,0.0,0.22,0,27.73,21.22,22.11,22.02,0,balanced
81,67,21,16,103.36,54.13,24.6,25.13,81.0,67.0,21.0,16.0,0.0,0.86,0,52.03,32.26,18.22,17.48,2,morning_rush
8,20,81,46,9.74,31.62,72.94,37.42,8.0,20.0,81.0,46.0,0.0,0.93,2,16.3,20.27,54.94,28.49,2,evening_rush
93,96,65,66,41.93,72.26,125.05,96.98,93.0,96.0,65.0,66.0,0.0,1.0,2,25.27,31.36,33.64,29.74,2,gridlock
46,45,20,15,61.2,55.74,30.07,20.11,46.0,45.0,20.0,15.0,0.0,0.86,0,40.77,38.36,21.75,19.11,1,morning_rush
82,84,67,81,56.76,138.94,118.11,143.11,82.0,84.0,67.0,81.0,0.0,1.0,1,23.24,34.38,28.11,34.27,2,gridlock
17,19,94,52,22.73,24.05,149.66,51.55,17.0,19.0,94.0,52.0,0.0,0.86,2,16.87,17.14,60.0,24.59,2,evening_rush
15,19,66,57,21.32,18.32,91.11,73.86,15.0,19.0,66.0,57.0,0.0,0.97,2,17.55,18.02,46.78,37.65,1,evening_rush
78,70,72,67,109.96,82.7,114.15,68.59,78.0,70.0,72.0,67.0,0.0,1.0,0,33.77,27.85,32.98,25.41,2,gridlock
86,67,19,19,117.49,56.93,17.44,15.32,86.0,67.0,19.0,19.0,0.0,0.89,0,54.68,30.99,17.22,17.11,2,morning_rush
88,62,22,10,107.69,61.6,26.41,13.44,88.0,62.0,22.0,10.0,0.0,0.72,0,54.06,31.55,18.27,16.11,2,morning_rush
23,19,15,11,6.15,12.55,14.9,21.87,23.0,19.0,15.0,11.0,0.0,0.24,0,25.53,25.17,23.49,22.29,0,balanced
92,76,70,72,98.0,83.1,112.5,51.98,92.0,76.0,70.0,72.0,0.0,1.0,0,34.82,29.02,32.25,23.91,2,gridlock
16,20,90,55,19.49,19.51,105.05,84.45,16.0,20.0,90.0,55.0,0.0,0.75,2,16.95,17.44,52.15,33.46,2,evening_rush
19,7,5,13,20.23,22.88,23.71,24.08,19.0,7.0,5.0,13.0,0.0,0.26,0,24.8,18.83,17.78,22.29,0,balanced
17,22,17,39,31.55,17.42,29.22,30.0,17.0,22.0,17.0,39.0,1.0,0.5,3,15.0,15.0,15.0,60.0,2,emergency
19,23,23,13,2.28,2.21,10.21,23.3,19.0,23.0,23.0,13.0,0.0,0.17,2,23.55,25.33,27.52,24.57,0,balanced
12,14,94,69,17.74,19.36,82.37,78.86,12.0,14.0,94.0,69.0,0.0,0.71,2,16.52,16.84,48.21,38.43,2,evening_rush
47,74,14,8,48.46,82.75,21.5,12.76,47.0,74.0,14.0,8.0,0.0,0.71,1,31.07,54.66,17.91,16.36,1,morning_rush
5,7,54,49,7.02,10.74,84.28,61.82,5.0,7.0,54.0,49.0,0.0,0.81,2,15.86,16.32,49.19,38.63,1,evening_rush
8,24,87,56,9.06,35.47,132.4,84.11,8.0,24.0,87.0,56.0,0.0,0.99,2,15.67,18.53,54.47,31.33,2,evening_rush
12,10,10,6,2.83,6.03,21.94,8.5,12.0,10.0,10.0,6.0,0.0,0.39,2,20.61,20.04,22.33,18.21,0,balanced
15,23,55,64,15.92,33.85,50.33,73.22,15.0,23.0,55.0,64.0,0.0,0.97,3,17.8,21.24,34.7,46.26,1,evening_rush
64,80,73,63,130.55,137.78,99.9,62.49,64.0,80.0,73.0,63.0,0.0,1.0,1,31.26,36.48,29.23,23.04,2,gridlock
17,20,17,8,2.75,16.63,10.38,8.79,17.0,20.0,17.0,8.0,0.0,0.36,1,22.84,27.86,24.42,19.26,0,balanced
81,53,12,19,86.33,71.81,17.0,25.15,81.0,53.0,12.0,19.0,0.0,0.75,0,50.32,34.57,16.76,18.34,2,morning_rush
82,82,64,90,54.07,124.21,40.0,85.82,82.0,82.0,64.0,90.0,0.0,1.0,1,26.13,38.72,21.95,33.2,2,gridlock
71,39,12,11,68.36,31.51,13.8,16.57,71.0,39.0,12.0,11.0,0.0,0.72,0,56.7,27.92,17.72,17.66,1,morning_rush
13,7,20,5,19.06,21.51,11.72,8.97,13.0,7.0,20.0,5.0,0.0,0.2,2,22.53,19.28,24.75,17.28,0,balanced
15,23,48,77,22.82,33.24,76.22,108.06,15.0,23.0,48.0,77.0,0.0,0.82,3,17.23,19.21,31.6,51.96,2,evening_rush
5,20,93,84,6.18,27.35,86.85,119.66,5.0,20.0,93.0,84.0,0.0,0.88,3,15.36,17.32,40.69,46.63,2,evening_rush
19,31,26,13,38.48,28.96,13.9,26.8,19.0,31.0,26.0,13.0,1.0,0.5,1,15.0,60.0,15.0,15.0,2,emergency
19,23,70,46,29.38,33.63,95.04,63.09,19.0,23.0,70.0,46.0,0.0,0.84,2,18.83,20.03,50.15,30.99,1,evening_rush
42,58,36,53,138.78,71.48,87.99,86.92,42.0,58.0,36.0,53.0,0.0,0.6,0,34.51,29.26,25.68,30.55,1,storm
12,26,21,10,19.36,24.48,25.2,21.62,12.0,26.0,21.0,10.0,1.0,0.5,1,15.0,60.0,15.0,15.0,2,emergency
38,54,59,33,127.41,156.73,98.14,75.85,38.0,54.0,59.0,33.0,0.0,0.6,1,28.37,38.52,31.04,22.07,1,storm
7,10,91,62,11.02,8.41,109.55,85.24,7.0,10.0,91.0,62.0,0.0,0.96,2,15.68,15.91,53.02,35.39,2,evening_rush
4,20,13,17,5.03,21.9,5.62,9.13,4.0,20.0,13.0,17.0,0.0,0.19,1,16.73,27.91,20.72,23.15,0,balanced
96,67,66,73,108.74,102.89,131.61,139.67,96.0,67.0,66.0,73.0,0.0,1.0,0,32.28,26.43,29.38,31.91,2,gridlock
17,9,2,18,2.46,10.99,6.4,11.47,17.0,9.0,2.0,18.0,0.0,0.38,3,23.28,20.38,16.07,25.89,0,balanced
62,43,9,10,61.86,46.64,7.8,10.67,62.0,43.0,9.0,10.0,0.0,0.9,0,50.92,34.93,16.89,17.25,1,morning_rush
16,8,5,2,16.76,17.44,16.54,6.58,16.0,8.0,5.0,2.0,0.0,0.23,0,23.63,19.39,17.68,15.84,0,balanced
12,24,63,53,12.25,27.49,99.81,45.26,12.0,24.0,63.0,53.0,0.0,0.86,2,16.86,20.21,52.08,30.86,1,evening_rush
7,6,10,6,6.37,15.39,6.7,13.95,7.0,6.0,10.0,6.0,0.0,0.12,2,18.31,18.53,19.77,18.42,0,balanced
6,7,50,31,6.18,9.28,78.74,39.77,6.0,7.0,50.0,31.0,0.0,0.72,2,16.35,16.7,54.85,29.3,1,evening_rush
7,21,10,23,18.0,12.53,4.12,14.73,7.0,21.0,10.0,23.0,0.0,0.29,3,19.3,26.36,19.41,28.11,0,balanced
10,19,61,39,11.61,25.42,77.28,47.6,10.0,19.0,61.0,39.0,0.0,0.77,2,16.99,20.17,52.0,30.85,1,evening_rush
5,2,20,11,16.08,6.9,23.6,2.15,5.0,2.0,20.0,11.0,0.0,0.33,2,17.74,15.88,27.96,19.32,0,balanced
18,17,62,30,14.62,21.53,62.15,34.81,18.0,17.0,62.0,30.0,0.0,0.99,2,19.71,20.21,53.09,26.99,1,evening_rush
79,75,14,10,124.95,66.11,11.29,11.47,79.0,75.0,14.0,10.0,0.0,0.73,0,52.85,34.78,16.38,15.99,2,morning_rush
19,19,49,33,21.8,26.2,39.55,41.96,19.0,19.0,49.0,33.0,0.0,0.88,2,22.23,22.94,41.34,33.49,1,evening_rush
14,22,54,74,12.22,21.11,81.11,102.93,14.0,22.0,54.0,74.0,0.0,0.7,3,16.68,18.24,35.29,49.8,1,evening_rush
15,6,12,17,22.96,10.16,11.77,6.95,15.0,6.0,12.0,17.0,0.0,0.28,0,25.05,17.99,21.22,22.83,0,balanced
18,20,89,39,27.14,22.13,106.34,40.04,18.0,20.0,89.0,39.0,0.0,0.94,2,18.14,18.14,60.0,23.65,2,evening_rush
72,30,18,12,61.54,32.91,27.66,15.21,72.0,30.0,18.0,12.0,0.0,0.86,0,55.55,25.7,20.8,17.95,1,morning_rush
2,23,6,10,2.81,20.11,11.46,22.1,2.0,23.0,6.0,10.0,0.0,0.29,1,15.74,27.92,17.76,20.87,0,balanced
95,96,74,87,86.13,95.01,126.36,105.87,95.0,96.0,74.0,87.0,0.0,1.0,2,28.78,30.27,30.58,30.36,2,gridlock
23,8,12,23,2.65,6.83,8.46,18.4,23.0,8.0,12.0,23.0,0.0,0.1,3,24.89,18.8,20.93,29.4,0,balanced
72,67,20,17,61.66,63.55,26.63,25.59,72.0,67.0,20.0,17.0,0.0,0.94,0,41.8,40.58,19.16,18.46,1,morning_rush
7,8,39,30,7.33,8.0,47.27,36.85,7.0,8.0,39.0,30.0,0.0,0.81,2,17.29,17.66,43.7,33.53,0,evening_rush
86,53,17,11,83.66,76.72,24.29,14.36,86.0,53.0,17.0,11.0,0.0,0.81,0,50.46,35.2,17.86,16.48,2,morning_rush
